node;pvalue
STK6(6790);0.143724461134097
KLF1(10661);0.07483876338178
ACP1(52);0.000630371769678745
PGF(5228);0.400523551005531
SMAD5(4090);0.0284964114093801
TNFRSF10B(8795);0.414767203857402
MXD1(4084);0.673992267284257
PPEF2(5470);0.505175113268355
F5(2153);0.100287815026991
RABIF(5877);0.759531489968753
EXOC5(10640);0.10177599016127
POR(5447);0.541353103173029
ITGAX(3687);0.000592968238443391
NCOR2(9612);0.162425076070561
UCP2(7351);0.00394514918619491
BAK1(578);3.44821198977059e-06
WAS(7454);0.00366814258179434
JUN(3725);0.336264589272343
PTPRC(5788);0.00448508964581941
CAMK2G(818);0.632767208762222
MCM2(4171);9.59105393096634e-06
HBZ(3050);0.0884592761752032
MMP11(4320);0.00274628506234742
ANP32A(8125);1.34218584271464e-05
FYN(2534);0.0365703816257859
AURKB(9212);0.148723458889033
SPTB(6710);0.74109196146598
PPM1D(8493);0.484014389656985
PRKACA(5566);0.616069070360046
PPP5C(5536);0.0287332616708886
BTK(695);0.0284256415619398
PRPF4B(8899);0.698864861381221
DEFA3(1668);0.97934243067178
MYB(4602);0.183981969359135
LIG4(3981);0.290903503890499
RBL1(5933);0.187866425270598
DUSP8(1850);0.0888629488851116
PIK3CA(5290);6.34222312886384e-05
BST1(683);0.836675023283913
TINF2(26277);0.641232466805442
DUSP1(1843);0.123719676036457
GRK4(2868);0.0174024138140069
ANGPT1(284);0.0148457013766803
KLRC4(8302);0.0289329798343115
GSTA3(2940);0.813159162390378
RB1(5925);0.275933185964772
MMP12(4321);0.337620873914921
SLC2A3(6515);0.437155651498884
CDR1(1038);0.193082366099611
KLF10(7071);0.00049929392854255
MCC(4163);0.0546471578426605
FCRLM1(84824);0.686031949197117
CYP24A1(1591);0.973193488300687
YWHAE(7531);0.388370033679552
F2RL2(2151);0.0134638325722943
MAFG(4097);0.00216928535902952
IL24(11009);0.7407218255044
PRKCH(5583);0.0514408725012793
SHMT2(6472);0.29609564010159
DPP4(1803);0.990742795051716
DCLRE1A(9937);0.0786847043882358
MUTYH(4595);0.00442821051649128
CD83(9308);0.000993548610832764
MMP14(4323);0.848021907961629
UBE2V1(7335);0.44903134657958
PAX3(5077);0.942033787219566
IRF4(3662);2.59719359894513e-08
SP1(6667);0.529067065488018
FOSL2(2355);0.784849605466532
CDC2L5(8621);0.398947190380534
RBL2(5934);0.397473049638384
SHMT1(6470);0.000869810815479064
ACY1(95);7.47903055361414e-05
RPL27(6155);0.0551624317242737
PAICS(10606);0.000826481690208989
WASF3(10810);0.00351139814157759
OAS1(4938);4.39665888306025e-05
IGF2R(3482);0.0139266273831536
NCAM1(4684);0.310721126862954
GSTM5(2949);0.0465522345468985
SP3(6670);0.0598652490826451
ADK(132);0.0653258065605678
MYO9B(4650);0.935362830023123
C5(727);0.949154329530772
CLPP(8192);0.00322814537659611
PDIA3(2923);0.699819292895493
NEK6(10783);0.00182451100219689
HLF(3131);0.13875478241624
FCGR2A(2212);0.936278420266962
MAN2A1(4124);0.000469331027739197
ZNF22(7570);0.00117713310053756
CDC7(8317);0.13174609662501
IFNAR1(3454);0.769434976565627
NSMAF(8439);0.618323722349662
PLXNB1(5364);0.213145422705963
IL15(3600);0.361230015902004
USP32(84669);0.804628097317234
RPS6KA2(6196);0.672974721717502
PIK3CG(5294);0.188498717330734
PDE9A(5152);0.7066964453234
PHF10(55274);0.195470743267736
PTGS1(5742);0.000170295857639908
NEK1(4750);0.870791035355616
ITGA3(3675);0.281080681326894
CDKN2C(1031);0.0164416233405368
DUSP3(1845);0.000369134474948876
IMPDH2(3615);0.00303874865916801
APEX1(328);7.053682770868e-06
SEPT6(23157);0.0443352640430615
NP(4860);0.000381526852784096
PIK3R1(5295);3.41361262447192e-05
CSE1L(1434);0.0625470476941353
ADH6(130);0.863002702706721
LYZ(4069);0.905750226764124
CD302(9936);0.879143981974385
SORL1(6653);0.000431706648098215
CHRFAM7A(89832);0.782364143146345
RAD51L1(5890);0.109637776676357
KIAA0265(23008);0.0405379168701422
MXI1(4601);0.26773074869411
CTSB(1508);0.420491293725553
PLA2G2A(5320);0.204842972051685
PPP2R5B(5526);0.15043984237615
LYSMD4(145748);0.199975673474539
CCL25(6370);0.314451340076071
MYCN(4613);0.923287176208071
BTG1(694);0.985986594160104
FUBP1(8880);0.452281928676881
FAS(355);0.328288827556717
TOR1A(1861);0.0493785927402151
MYL2(4633);0.00803796340326534
PPP1CC(5501);0.895999581084988
ITGAV(3685);0.0114097557511175
VEGF(7422);0.223915232799254
BAD(572);0.56749796599642
EI24(9538);0.0322932784980331
CDK9(1025);0.16628089304952
MAD2L1(4085);0.708782005134093
CSNK1D(1453);0.172017238313331
E2F3(1871);0.970485056415054
PTPRA(5786);0.905132037912007
RCN2(5955);0.0260512447246167
BCL7A(605);0.0222795708601819
CLK1(1195);0.0298756691797566
EDG1(1901);0.00154265428620357
TSPAN7(7102);0.00959878037130368
RAG1(5896);0.462074164278234
VBP1(7411);0.0363050980348639
RFC4(5984);0.000112534762192535
NR4A1(3164);0.163155953345472
RASA1(5921);0.0165874175590992
ACVRL1(94);0.303055032532321
IL6(3569);0.677510419717217
POLE(5426);0.886216641202128
LGMN(5641);0.931361777288062
MAPK9(5601);0.646435598081716
XPO1(7514);0.0928638433931417
PTEN(5728);0.882333295716329
BMPR1A(657);0.236603565176218
CBFB(865);0.397055729845155
PTPN3(5774);0.120626958943295
RAB11FIP2(22841);0.44315046475048
CASP6(839);0.0121437983508973
CXCL1(2919);0.614849811456052
CTPS(1503);8.16197301891098e-05
PPP3CC(5533);0.0943365082318842
MMP2(4313);3.72210544122144e-08
ACTN1(87);1.92510142939286e-07
LIF(3976);0.967380451013347
IL1B(3553);0.0879195643513987
ZFP36L2(678);0.461490254282108
SPARC(6678);0.000124172930287365
G1P3(2537);0.883622798043659
B2M(567);0.162178871591421
SFRS7(6432);0.0166491071505326
HIF1A(3091);2.8634945699175e-05
TIMP2(7077);0.778560810218671
CSNK2A2(1459);0.00926690474882944
TUBB(203068);0.825488741564309
TGFA(7039);0.0986782871708282
MELK(9833);0.444949802510147
CCND3(896);0.00961135977028053
MSX1(4487);0.265921492225135
SKIV2L2(23517);0.246637511837721
CDH4(1002);0.50867582212862
PMAIP1(5366);0.000443500658220571
MMP7(4316);0.255651040561262
PEG10(23089);0.390980000748537
CASP5(838);0.676371012370944
SPG7(6687);0.685483182879349
HMGB2(3148);0.615467205989655
BCL2(596);1.06988061626493e-08
SNRK(54861);0.00162256048436793
MAPKAPK3(7867);0.00279282191181146
KIAA1893(114787);0.356201283156617
PTPN9(5780);0.642608251793942
EFNB2(1948);0.375076759418071
CD37(951);0.00757520461043591
LIMK2(3985);0.501764861727309
TYRO3(7301);0.276267829012149
MAP2K5(5607);0.969899469904653
HCFC1(3054);0.0447744348501403
IGLL1(3543);0.875835660670257
BMP7(655);0.791902253198978
LCP1(3936);0.917886822517209
PTPN21(11099);0.0415911869449467
EPHB2(2048);0.497207186346757
INSIG1(3638);0.508147916005351
CTSL(1514);0.638506766570267
IRAK1(3654);0.215515258463488
PDGFB(5155);0.0935006016586571
SMAD1(4086);0.845268017180623
CCL3(6348);0.0143923092596459
CDC37(11140);0.654721076096927
WDR42A(50717);6.25426461727699e-05
ZNF33B(7582);0.442493233842705
TGFB3(7043);0.884632042634744
MGLL(11343);0.245695626518935
FGR(2268);0.89261134456638
MAP2K6(5608);0.920112044874277
ATP5J(522);0.317755458901364
CCNE1(898);2.27140583643825e-08
BTG2(7832);0.3430244382653
CKS2(1164);0.570383751930295
MAOA(4128);0.273343117508022
PECAM1(5175);0.991216839614759
RGS1(5996);0.00872703038832936
ATM(472);0.797097394597784
PPP3CB(5532);0.74999473629501
MEF2B(4207);0.00015518279024362
DDIT3(1649);0.959455214426098
PDPK1(5170);0.689239862224205
PRKACB(5567);0.0140548870327331
IKBKE(9641);0.0906659003314023
SATB1(6304);0.0548171797544665
DAPK1(1612);0.459709985409736
PFDN5(5204);0.166584620541697
NOMO1(23420);0.0204531071278369
GATA3(2625);0.0859130981093627
PGAM1(5223);0.277998877136636
TP53I11(9537);0.651786867273185
KRT6B(3854);0.538098116110367
CCND2(894);0.000421391995218601
LGALS1(3956);0.753679898316923
NOLC1(9221);1.39093475808117e-05
RAB5C(5878);0.568819833236974
EGR1(1958);0.00422573030591679
IFITM2(10581);0.309510212134597
CALR(811);0.000360640194817769
A2M(2);0.13350978159509
CD3D(915);0.995568108030912
PDE4B(5142);0.443947328712957
PRODH(5625);0.000950786197727638
MADCAM1(8174);0.581185795003381
SOCS5(9655);0.98000657921438
ADD3(120);0.39978030952942
THY1(7070);0.000495163127863137
RAD21(5885);0.000706205599245022
FGF12(2257);0.61051136355324
DYRK1A(1859);0.029357143591104
KNG1(3827);0.0279068057852654
CCNB2(9133);0.383161905736698
GNAI3(2773);0.899666695147595
AHR(196);0.0103682300205953
LRMP(4033);1.42522009332686e-05
UROS(7390);0.0437783514256436
CPA1(1357);0.179539083796877
CSTF3(1479);7.50532143333985e-05
IL18BP(10068);0.978131886235349
NCOA1(8648);0.181989868483893
NR0B2(8431);0.55441943751802
CD1C(911);0.807181938033051
FYB(2533);0.262026303101958
PRKCD(5580);0.033095539344661
PPP2R5D(5528);0.900894093636638
FANCC(2176);0.163426888327178
HIST1H2AC(8334);0.00224484140534373
CG018(90634);0.0641298462247163
ETV4(2118);0.0355651896346722
GNLY(10578);0.897772956094555
CSNK1A1(1452);0.0272288665422938
GPR30(2852);0.305232787290491
RXRA(6256);0.168301746960425
CD40(958);0.132533629479831
FPR1(2357);0.368046375175176
HMGN2(3151);0.255435691653541
WASPIP(7456);0.00997947194444848
TAPBP(6892);0.0620527049846947
SPTA1(6708);0.0355046241261228
GATA6(2627);0.664722961615184
ABCB4(5244);0.331331988596185
BHLHB2(8553);0.06658006003574
AES(166);0.369297623074706
BAG1(573);3.20864676577714e-07
CASP4(837);0.0611452229301025
PRNP(5621);0.309238837127429
CDKN1A(1026);0.912969250044642
RGS16(6004);4.61831229047477e-06
SPINT2(10653);0.1952248807087
LOC440607(440607);0.232181423477321
TNFRSF10C(8794);0.318890203439955
GLIPR1(11010);3.56728651332996e-05
SNF1LK(150094);0.230232629277145
MAPK1(5594);0.18298194106582
MRE11A(4361);0.100664729384421
GARS(2617);0.574343706059108
MX2(4600);0.506836963318722
TCERG1(10915);0.902183178142667
ILK(3611);0.282176205271028
CCR1(1230);0.719004458105475
S100A4(6275);0.808961135197659
PTPN1(5770);0.00325661130359089
ERCC1(2067);0.000354316016735912
SLC20A1(6574);0.0686966213030038
MAT2A(4144);5.38817836167336e-05
PPP1CB(5500);0.722515665614096
PTK9(5756);0.656361606543477
CXCR6(10663);0.268110925340816
RBPSUH(3516);0.0220882851508272
GAS6(2621);0.336280717614331
CASP1(834);0.970291726915354
CYR61(3491);0.220822738460375
UGP2(7360);0.536613131584652
FLNA(2316);0.620935844348616
IRF6(3664);0.236885393487061
C12orf57(113246);0.600673322924239
PNRC1(10957);0.225529791525793
CORO1A(11151);0.75864940016272
TAZ(6901);0.0256360531641327
TXNIP(10628);0.347699259605322
RAC1(5879);0.000523024504699467
KPNB1(3837);0.0915660839912171
UPP1(7378);1.31235111982755e-05
SDC2(6383);0.103766852699417
DAP(1611);0.000550019321194708
CRIP2(1397);0.00152140942232418
PDHA1(5160);0.603017049376237
DCTD(1635);6.42234006313621e-06
ZNF42(7593);5.49117000419845e-06
PTGES(9536);0.40598645886665
HLA-DRB1(3123);0.00489077185873529
GBP1(2633);0.650560676475173
ADSL(158);0.0423981292135853
GART(2618);0.0012705093862475
IFNAR2(3455);0.256977028459024
VCL(7414);0.00239918351145419
TNFRSF8(943);0.782075526531689
SLK(9748);0.286953262146662
IFITM1(8519);0.184517527173811
HSPCA(3320);0.010835511276196
RPS16(6217);0.479115079013541
SIAH2(6478);0.0126960961464147
KLF6(1316);0.595513457137945
ENC1(8507);0.0068300670983968
RPL10(6134);0.699055221732739
CDKN2A(1029);0.119342064553356
CSNK1E(1454);0.171320631158194
PRKCBP1(23613);0.180137043215775
PTPRG(5793);0.318961001508661
GBP2(2634);0.0883374468800023
ODC1(4953);0.00120839517748276
EIF4E(1977);0.0860579238787234
CD63(967);0.536035396370314
USPL1(10208);0.0886596184533589
HDAC1(3065);0.000549472145044624
TRIM22(10346);0.0641013781664659
CALM1(801);0.974862364485353
PA2G4(5036);0.001129523582746
GDF15(9518);0.95176304802489
DARS(1615);0.443423082837626
CCNB1(891);0.35313441434542
JAK1(3716);0.691307394195742
TUBG1(7283);0.0145995263628351
TBRG4(9238);0.000938495547642581
ADSS(159);9.44318561518892e-06
MLL(4297);0.891758204372315
TSHR(7253);0.815592474451724
PPP2CA(5515);0.188574575496134
TGFBI(7045);0.000117417727568868
ATF4(468);0.0305715313842801
SLC3A2(6520);0.058518474745803
CDC42(998);0.839356059135687
ACTG1(71);0.0889461193913118
MAP3K8(1326);0.191853981882616
VIM(7431);0.954221357216867
SFRS8(6433);0.542783347581497
MAPK13(5603);0.2461346683634
CHAF1A(10036);0.0769893370111598
CTNNB1(1499);0.000326602651636381
RIPK1(8737);0.31887100615029
MSH6(2956);0.381626145773896
PBEF1(10135);0.0234635238135172
PAK1(5058);0.748362142007469
HSPA5(3309);0.535922887708019
PHKG1(5260);0.829362741253674
ARAF(369);0.187251177042656
BMX(660);0.942223520019302
MMP1(4312);0.263280899472608
MCM4(4173);0.666728453446099
AK2(204);0.871412230809051
PPP2R1B(5519);0.00876523393924847
PPP3CA(5530);0.105474990625483
CD99(4267);0.0254785319064488
CBX5(23468);0.312121176680473
CDKN1B(1027);0.613143562895387
PPM1A(5494);0.00756086859834488
SLC2A5(6518);0.682207154206371
ITGA7(3679);0.215600143807958
CREM(1390);0.0209099365685849
GEM(2669);0.0140526911123857
RRM2(6241);0.237076658357561
CDC16(8881);0.504878444513266
TSG101(7251);0.338094440493328
TFAP4(7023);0.742277319636173
PCTK3(5129);0.040536848722716
NFIL3(4783);0.430823239475497
PRPS1(5631);0.378917643265435
NEO1(4756);0.626330882578039
DMPK(1760);0.868119918855126
FLT4(2324);0.711542544115981
